ProcessID,Section,Order,Level,Text,Bold,Phase
3CA02,Short-Term Operations,12,2,Verify dependent processes resume cleanly as this one returns to service.,N,First 24 hours
3CA03,Process Name,1,0,Internal Communications,N,
3CA03,Department,2,0,Human Resources,N,
3CA03,Program Office,3,0,HR / Comms,N,
3CA03,Operational Category,4,0,3-Critical Admin,N,
3CA03,Priority within Category,5,0,3,N,
3CA03,Restoration Score,6,0,42,N,
3CA03,Description,1,0,"Internal Communications is a critical admin process owned by Human Resources. It supports day-to-day operations and is referenced during disruptions where its inputs, outputs, or supporting resources are degraded. Restoration sequencing depends on the upstream systems and personnel that this process draws on.",N,
3CA03,Impacts,1,0,No directly mapped downstream impacts in this dataset.,N,
3CA03,Critical Questions,1,1,Who owns this asset and who is the on-call backup outside business hours?,N,
3CA03,Critical Questions,2,1,"What manual workaround exists if this asset is unavailable, and how long can it sustain operations?",N,
3CA03,Critical Questions,3,1,What is the documented recovery time objective (RTO) for this asset?,N,
3CA03,Critical Questions,4,1,"Which upstream dependencies, if degraded, would prevent recovery of this asset?",N,
3CA03,Critical Questions,5,1,Which downstream dependencies should be notified first when this asset goes down?,N,
3CA03,Critical Questions,6,1,"What vendor or external party is required for restoration, and how are they reached?",N,
3CA03,Critical Questions,7,1,"What data, configuration, or state would be lost if this asset failed catastrophically?",N,
3CA03,Critical Questions,8,1,When was the recovery procedure for this asset last tested or exercised?,N,
3CA03,Short-Term Operations,1,1,First 30 minutes,Y,First 30 minutes
3CA03,Short-Term Operations,2,2,Confirm scope of disruption and identify which Human Resources resources are affected.,N,First 30 minutes
3CA03,Short-Term Operations,3,2,Notify the process owner and primary on-call contact.,N,First 30 minutes
3CA03,Short-Term Operations,4,2,Activate manual workarounds where they exist and are safe to use.,N,First 30 minutes
3CA03,Short-Term Operations,5,1,First 2 hours,Y,First 2 hours
3CA03,Short-Term Operations,6,2,Convene a stand-up of the affected team and operational leadership.,N,First 2 hours
3CA03,Short-Term Operations,7,2,Document the impact and which downstream items are blocked.,N,First 2 hours
3CA03,Short-Term Operations,8,2,Prioritize restoration actions in order of downstream cascade severity.,N,First 2 hours
3CA03,Short-Term Operations,9,1,First 24 hours,Y,First 24 hours
3CA03,Short-Term Operations,10,2,Run the restoration sequence; coordinate with upstream owners as required.,N,First 24 hours
3CA03,Short-Term Operations,11,2,Communicate status to leadership at agreed-upon intervals.,N,First 24 hours
3CA03,Short-Term Operations,12,2,Verify dependent processes resume cleanly as this one returns to service.,N,First 24 hours
3CA04,Process Name,1,0,HR Records Management,N,
3CA04,Department,2,0,Human Resources,N,
3CA04,Program Office,3,0,HR,N,
3CA04,Operational Category,4,0,3-Critical Admin,N,
3CA04,Priority within Category,5,0,4,N,
3CA04,Restoration Score,6,0,40,N,
3CA04,Description,1,0,"HR Records Management is a critical admin process owned by Human Resources. It supports day-to-day operations and is referenced during disruptions where its inputs, outputs, or supporting resources are degraded. Restoration sequencing depends on the upstream systems and personnel that this process draws on.",N,
3CA04,Impacts,1,0,No directly mapped downstream impacts in this dataset.,N,
3CA04,Critical Questions,1,1,Who owns this asset and who is the on-call backup outside business hours?,N,
3CA04,Critical Questions,2,1,"What manual workaround exists if this asset is unavailable, and how long can it sustain operations?",N,
3CA04,Critical Questions,3,1,What is the documented recovery time objective (RTO) for this asset?,N,
3CA04,Critical Questions,4,1,"Which upstream dependencies, if degraded, would prevent recovery of this asset?",N,
3CA04,Critical Questions,5,1,Which downstream dependencies should be notified first when this asset goes down?,N,
3CA04,Critical Questions,6,1,"What vendor or external party is required for restoration, and how are they reached?",N,
3CA04,Critical Questions,7,1,"What data, configuration, or state would be lost if this asset failed catastrophically?",N,
3CA04,Critical Questions,8,1,When was the recovery procedure for this asset last tested or exercised?,N,
3CA04,Short-Term Operations,1,1,First 30 minutes,Y,First 30 minutes
3CA04,Short-Term Operations,2,2,Confirm scope of disruption and identify which Human Resources resources are affected.,N,First 30 minutes
3CA04,Short-Term Operations,3,2,Notify the process owner and primary on-call contact.,N,First 30 minutes
3CA04,Short-Term Operations,4,2,Activate manual workarounds where they exist and are safe to use.,N,First 30 minutes
3CA04,Short-Term Operations,5,1,First 2 hours,Y,First 2 hours
3CA04,Short-Term Operations,6,2,Convene a stand-up of the affected team and operational leadership.,N,First 2 hours
3CA04,Short-Term Operations,7,2,Document the impact and which downstream items are blocked.,N,First 2 hours
3CA04,Short-Term Operations,8,2,Prioritize restoration actions in order of downstream cascade severity.,N,First 2 hours
3CA04,Short-Term Operations,9,1,First 24 hours,Y,First 24 hours
3CA04,Short-Term Operations,10,2,Run the restoration sequence; coordinate with upstream owners as required.,N,First 24 hours
3CA04,Short-Term Operations,11,2,Communicate status to leadership at agreed-upon intervals.,N,First 24 hours
3CA04,Short-Term Operations,12,2,Verify dependent processes resume cleanly as this one returns to service.,N,First 24 hours
3CA05,Process Name,1,0,Regulatory Reporting,N,
3CA05,Department,2,0,Finance,N,
3CA05,Program Office,3,0,Finance / Compliance,N,
3CA05,Operational Category,4,0,3-Critical Admin,N,
3CA05,Priority within Category,5,0,5,N,
3CA05,Restoration Score,6,0,39,N,
3CA05,Description,1,0,"Regulatory Reporting is a critical admin process owned by Finance. It supports day-to-day operations and is referenced during disruptions where its inputs, outputs, or supporting resources are degraded. Restoration sequencing depends on the upstream systems and personnel that this process draws on.",N,
3CA05,Impacts,1,0,No directly mapped downstream impacts in this dataset.,N,
3CA05,Critical Questions,1,1,Who owns this asset and who is the on-call backup outside business hours?,N,
3CA05,Critical Questions,2,1,"What manual workaround exists if this asset is unavailable, and how long can it sustain operations?",N,
3CA05,Critical Questions,3,1,What is the documented recovery time objective (RTO) for this asset?,N,
3CA05,Critical Questions,4,1,"Which upstream dependencies, if degraded, would prevent recovery of this asset?",N,
3CA05,Critical Questions,5,1,Which downstream dependencies should be notified first when this asset goes down?,N,
3CA05,Critical Questions,6,1,"What vendor or external party is required for restoration, and how are they reached?",N,
3CA05,Critical Questions,7,1,"What data, configuration, or state would be lost if this asset failed catastrophically?",N,
3CA05,Critical Questions,8,1,When was the recovery procedure for this asset last tested or exercised?,N,
3CA05,Short-Term Operations,1,1,First 30 minutes,Y,First 30 minutes
3CA05,Short-Term Operations,2,2,Confirm scope of disruption and identify which Finance resources are affected.,N,First 30 minutes
3CA05,Short-Term Operations,3,2,Notify the process owner and primary on-call contact.,N,First 30 minutes
3CA05,Short-Term Operations,4,2,Activate manual workarounds where they exist and are safe to use.,N,First 30 minutes
3CA05,Short-Term Operations,5,1,First 2 hours,Y,First 2 hours
3CA05,Short-Term Operations,6,2,Convene a stand-up of the affected team and operational leadership.,N,First 2 hours
3CA05,Short-Term Operations,7,2,Document the impact and which downstream items are blocked.,N,First 2 hours
3CA05,Short-Term Operations,8,2,Prioritize restoration actions in order of downstream cascade severity.,N,First 2 hours
3CA05,Short-Term Operations,9,1,First 24 hours,Y,First 24 hours
3CA05,Short-Term Operations,10,2,Run the restoration sequence; coordinate with upstream owners as required.,N,First 24 hours
3CA05,Short-Term Operations,11,2,Communicate status to leadership at agreed-upon intervals.,N,First 24 hours
3CA05,Short-Term Operations,12,2,Verify dependent processes resume cleanly as this one returns to service.,N,First 24 hours
3CA06,Process Name,1,0,Financial Reporting,N,
3CA06,Department,2,0,Finance,N,
3CA06,Program Office,3,0,Finance,N,
3CA06,Operational Category,4,0,3-Critical Admin,N,
3CA06,Priority within Category,5,0,6,N,
3CA06,Restoration Score,6,0,38,N,
3CA06,Description,1,0,"Financial Reporting is a critical admin process owned by Finance. It supports day-to-day operations and is referenced during disruptions where its inputs, outputs, or supporting resources are degraded. Restoration sequencing depends on the upstream systems and personnel that this process draws on.",N,
3CA06,Impacts,1,0,No directly mapped downstream impacts in this dataset.,N,
3CA06,Critical Questions,1,1,Who owns this asset and who is the on-call backup outside business hours?,N,
3CA06,Critical Questions,2,1,"What manual workaround exists if this asset is unavailable, and how long can it sustain operations?",N,
3CA06,Critical Questions,3,1,What is the documented recovery time objective (RTO) for this asset?,N,
3CA06,Critical Questions,4,1,"Which upstream dependencies, if degraded, would prevent recovery of this asset?",N,
3CA06,Critical Questions,5,1,Which downstream dependencies should be notified first when this asset goes down?,N,
3CA06,Critical Questions,6,1,"What vendor or external party is required for restoration, and how are they reached?",N,
3CA06,Critical Questions,7,1,"What data, configuration, or state would be lost if this asset failed catastrophically?",N,
3CA06,Critical Questions,8,1,When was the recovery procedure for this asset last tested or exercised?,N,
3CA06,Short-Term Operations,1,1,First 30 minutes,Y,First 30 minutes
3CA06,Short-Term Operations,2,2,Confirm scope of disruption and identify which Finance resources are affected.,N,First 30 minutes
3CA06,Short-Term Operations,3,2,Notify the process owner and primary on-call contact.,N,First 30 minutes
3CA06,Short-Term Operations,4,2,Activate manual workarounds where they exist and are safe to use.,N,First 30 minutes
3CA06,Short-Term Operations,5,1,First 2 hours,Y,First 2 hours
3CA06,Short-Term Operations,6,2,Convene a stand-up of the affected team and operational leadership.,N,First 2 hours
3CA06,Short-Term Operations,7,2,Document the impact and which downstream items are blocked.,N,First 2 hours
3CA06,Short-Term Operations,8,2,Prioritize restoration actions in order of downstream cascade severity.,N,First 2 hours
3CA06,Short-Term Operations,9,1,First 24 hours,Y,First 24 hours
3CA06,Short-Term Operations,10,2,Run the restoration sequence; coordinate with upstream owners as required.,N,First 24 hours
3CA06,Short-Term Operations,11,2,Communicate status to leadership at agreed-upon intervals.,N,First 24 hours
3CA06,Short-Term Operations,12,2,Verify dependent processes resume cleanly as this one returns to service.,N,First 24 hours
4OT01,Process Name,1,0,Training & Development,N,
4OT01,Department,2,0,Human Resources,N,
4OT01,Program Office,3,0,HR,N,
4OT01,Operational Category,4,0,4-Other,N,
4OT01,Priority within Category,5,0,1,N,
4OT01,Restoration Score,6,0,25,N,
4OT01,Description,1,0,"Training & Development is a other process owned by Human Resources. It supports day-to-day operations and is referenced during disruptions where its inputs, outputs, or supporting resources are degraded. Restoration sequencing depends on the upstream systems and personnel that this process draws on.",N,
4OT01,Impacts,1,0,No directly mapped downstream impacts in this dataset.,N,
4OT01,Critical Questions,1,1,Who owns this asset and who is the on-call backup outside business hours?,N,
4OT01,Critical Questions,2,1,"What manual workaround exists if this asset is unavailable, and how long can it sustain operations?",N,
4OT01,Critical Questions,3,1,What is the documented recovery time objective (RTO) for this asset?,N,
4OT01,Critical Questions,4,1,"Which upstream dependencies, if degraded, would prevent recovery of this asset?",N,
4OT01,Critical Questions,5,1,Which downstream dependencies should be notified first when this asset goes down?,N,
4OT01,Critical Questions,6,1,"What vendor or external party is required for restoration, and how are they reached?",N,
4OT01,Critical Questions,7,1,"What data, configuration, or state would be lost if this asset failed catastrophically?",N,
4OT01,Critical Questions,8,1,When was the recovery procedure for this asset last tested or exercised?,N,
4OT01,Short-Term Operations,1,1,First 30 minutes,Y,First 30 minutes
4OT01,Short-Term Operations,2,2,Confirm scope of disruption and identify which Human Resources resources are affected.,N,First 30 minutes
4OT01,Short-Term Operations,3,2,Notify the process owner and primary on-call contact.,N,First 30 minutes
4OT01,Short-Term Operations,4,2,Activate manual workarounds where they exist and are safe to use.,N,First 30 minutes
4OT01,Short-Term Operations,5,1,First 2 hours,Y,First 2 hours
4OT01,Short-Term Operations,6,2,Convene a stand-up of the affected team and operational leadership.,N,First 2 hours
4OT01,Short-Term Operations,7,2,Document the impact and which downstream items are blocked.,N,First 2 hours
4OT01,Short-Term Operations,8,2,Prioritize restoration actions in order of downstream cascade severity.,N,First 2 hours
4OT01,Short-Term Operations,9,1,First 24 hours,Y,First 24 hours
4OT01,Short-Term Operations,10,2,Run the restoration sequence; coordinate with upstream owners as required.,N,First 24 hours
4OT01,Short-Term Operations,11,2,Communicate status to leadership at agreed-upon intervals.,N,First 24 hours
4OT01,Short-Term Operations,12,2,Verify dependent processes resume cleanly as this one returns to service.,N,First 24 hours
4OT02,Process Name,1,0,Vendor Onboarding,N,
4OT02,Department,2,0,Supply Chain,N,
4OT02,Program Office,3,0,Supply Chain,N,
4OT02,Operational Category,4,0,4-Other,N,
4OT02,Priority within Category,5,0,2,N,
4OT02,Restoration Score,6,0,24,N,
4OT02,Description,1,0,"Vendor Onboarding is a other process owned by Supply Chain. It supports day-to-day operations and is referenced during disruptions where its inputs, outputs, or supporting resources are degraded. Restoration sequencing depends on the upstream systems and personnel that this process draws on.",N,
4OT02,Impacts,1,0,No directly mapped downstream impacts in this dataset.,N,
4OT02,Critical Questions,1,1,Who owns this asset and who is the on-call backup outside business hours?,N,
4OT02,Critical Questions,2,1,"What manual workaround exists if this asset is unavailable, and how long can it sustain operations?",N,
4OT02,Critical Questions,3,1,What is the documented recovery time objective (RTO) for this asset?,N,
4OT02,Critical Questions,4,1,"Which upstream dependencies, if degraded, would prevent recovery of this asset?",N,
4OT02,Critical Questions,5,1,Which downstream dependencies should be notified first when this asset goes down?,N,
4OT02,Critical Questions,6,1,"What vendor or external party is required for restoration, and how are they reached?",N,
4OT02,Critical Questions,7,1,"What data, configuration, or state would be lost if this asset failed catastrophically?",N,
4OT02,Critical Questions,8,1,When was the recovery procedure for this asset last tested or exercised?,N,
4OT02,Short-Term Operations,1,1,First 30 minutes,Y,First 30 minutes
4OT02,Short-Term Operations,2,2,Confirm scope of disruption and identify which Supply Chain resources are affected.,N,First 30 minutes
4OT02,Short-Term Operations,3,2,Notify the process owner and primary on-call contact.,N,First 30 minutes
4OT02,Short-Term Operations,4,2,Activate manual workarounds where they exist and are safe to use.,N,First 30 minutes
4OT02,Short-Term Operations,5,1,First 2 hours,Y,First 2 hours
4OT02,Short-Term Operations,6,2,Convene a stand-up of the affected team and operational leadership.,N,First 2 hours
4OT02,Short-Term Operations,7,2,Document the impact and which downstream items are blocked.,N,First 2 hours
4OT02,Short-Term Operations,8,2,Prioritize restoration actions in order of downstream cascade severity.,N,First 2 hours
4OT02,Short-Term Operations,9,1,First 24 hours,Y,First 24 hours
4OT02,Short-Term Operations,10,2,Run the restoration sequence; coordinate with upstream owners as required.,N,First 24 hours
4OT02,Short-Term Operations,11,2,Communicate status to leadership at agreed-upon intervals.,N,First 24 hours
4OT02,Short-Term Operations,12,2,Verify dependent processes resume cleanly as this one returns to service.,N,First 24 hours
4OT03,Process Name,1,0,Public Relations,N,
4OT03,Department,2,0,Human Resources,N,
4OT03,Program Office,3,0,HR / Comms,N,
4OT03,Operational Category,4,0,4-Other,N,
4OT03,Priority within Category,5,0,3,N,
4OT03,Restoration Score,6,0,22,N,
4OT03,Description,1,0,"Public Relations is a other process owned by Human Resources. It supports day-to-day operations and is referenced during disruptions where its inputs, outputs, or supporting resources are degraded. Restoration sequencing depends on the upstream systems and personnel that this process draws on.",N,
4OT03,Impacts,1,0,No directly mapped downstream impacts in this dataset.,N,
4OT03,Critical Questions,1,1,Who owns this asset and who is the on-call backup outside business hours?,N,
4OT03,Critical Questions,2,1,"What manual workaround exists if this asset is unavailable, and how long can it sustain operations?",N,
4OT03,Critical Questions,3,1,What is the documented recovery time objective (RTO) for this asset?,N,
4OT03,Critical Questions,4,1,"Which upstream dependencies, if degraded, would prevent recovery of this asset?",N,
4OT03,Critical Questions,5,1,Which downstream dependencies should be notified first when this asset goes down?,N,
4OT03,Critical Questions,6,1,"What vendor or external party is required for restoration, and how are they reached?",N,
4OT03,Critical Questions,7,1,"What data, configuration, or state would be lost if this asset failed catastrophically?",N,
4OT03,Critical Questions,8,1,When was the recovery procedure for this asset last tested or exercised?,N,
4OT03,Short-Term Operations,1,1,First 30 minutes,Y,First 30 minutes
4OT03,Short-Term Operations,2,2,Confirm scope of disruption and identify which Human Resources resources are affected.,N,First 30 minutes
4OT03,Short-Term Operations,3,2,Notify the process owner and primary on-call contact.,N,First 30 minutes
4OT03,Short-Term Operations,4,2,Activate manual workarounds where they exist and are safe to use.,N,First 30 minutes
4OT03,Short-Term Operations,5,1,First 2 hours,Y,First 2 hours
4OT03,Short-Term Operations,6,2,Convene a stand-up of the affected team and operational leadership.,N,First 2 hours
4OT03,Short-Term Operations,7,2,Document the impact and which downstream items are blocked.,N,First 2 hours
4OT03,Short-Term Operations,8,2,Prioritize restoration actions in order of downstream cascade severity.,N,First 2 hours
4OT03,Short-Term Operations,9,1,First 24 hours,Y,First 24 hours
4OT03,Short-Term Operations,10,2,Run the restoration sequence; coordinate with upstream owners as required.,N,First 24 hours
4OT03,Short-Term Operations,11,2,Communicate status to leadership at agreed-upon intervals.,N,First 24 hours
4OT03,Short-Term Operations,12,2,Verify dependent processes resume cleanly as this one returns to service.,N,First 24 hours
4OT04,Process Name,1,0,Visitor Management,N,
4OT04,Department,2,0,Security,N,
4OT04,Program Office,3,0,Security,N,
4OT04,Operational Category,4,0,4-Other,N,
4OT04,Priority within Category,5,0,4,N,
4OT04,Restoration Score,6,0,20,N,
4OT04,Description,1,0,"Visitor Management is a other process owned by Security. It supports day-to-day operations and is referenced during disruptions where its inputs, outputs, or supporting resources are degraded. Restoration sequencing depends on the upstream systems and personnel that this process draws on.",N,
4OT04,Impacts,1,0,No directly mapped downstream impacts in this dataset.,N,
4OT04,Critical Questions,1,1,Who owns this asset and who is the on-call backup outside business hours?,N,
4OT04,Critical Questions,2,1,"What manual workaround exists if this asset is unavailable, and how long can it sustain operations?",N,
4OT04,Critical Questions,3,1,What is the documented recovery time objective (RTO) for this asset?,N,
4OT04,Critical Questions,4,1,"Which upstream dependencies, if degraded, would prevent recovery of this asset?",N,
4OT04,Critical Questions,5,1,Which downstream dependencies should be notified first when this asset goes down?,N,
4OT04,Critical Questions,6,1,"What vendor or external party is required for restoration, and how are they reached?",N,
4OT04,Critical Questions,7,1,"What data, configuration, or state would be lost if this asset failed catastrophically?",N,
4OT04,Critical Questions,8,1,When was the recovery procedure for this asset last tested or exercised?,N,
4OT04,Short-Term Operations,1,1,First 30 minutes,Y,First 30 minutes
4OT04,Short-Term Operations,2,2,Confirm scope of disruption and identify which Security resources are affected.,N,First 30 minutes
4OT04,Short-Term Operations,3,2,Notify the process owner and primary on-call contact.,N,First 30 minutes
4OT04,Short-Term Operations,4,2,Activate manual workarounds where they exist and are safe to use.,N,First 30 minutes
4OT04,Short-Term Operations,5,1,First 2 hours,Y,First 2 hours
4OT04,Short-Term Operations,6,2,Convene a stand-up of the affected team and operational leadership.,N,First 2 hours
4OT04,Short-Term Operations,7,2,Document the impact and which downstream items are blocked.,N,First 2 hours
4OT04,Short-Term Operations,8,2,Prioritize restoration actions in order of downstream cascade severity.,N,First 2 hours
4OT04,Short-Term Operations,9,1,First 24 hours,Y,First 24 hours
4OT04,Short-Term Operations,10,2,Run the restoration sequence; coordinate with upstream owners as required.,N,First 24 hours
4OT04,Short-Term Operations,11,2,Communicate status to leadership at agreed-upon intervals.,N,First 24 hours
4OT04,Short-Term Operations,12,2,Verify dependent processes resume cleanly as this one returns to service.,N,First 24 hours
S001,Process Name,1,0,Primary Power Grid,N,
S001,Department,2,0,Facilities Management,N,
S001,Program Office,3,0,Facilities,N,
S001,Operational Category,4,0,2-Critical Operations,N,
S001,Priority within Category,5,0,1,N,
S001,Restoration Score,6,0,90,N,
S001,Description,1,0,"Primary Power Grid is a system within Facilities Management's portfolio. It provides services that other processes and systems depend on, and its availability affects the cascade of downstream operations. During incidents, restoring this system removes blockers for the items listed in its downstream dependencies.",N,
S001,Impacts,1,0,"If unavailable, this asset has 27 direct downstream dependencies and 71 total cascading impacts (deduplicated). The cascade reaches a maximum depth of 4 hops in the dependency graph.",N,
S001,Critical Questions,1,1,Who owns this asset and who is the on-call backup outside business hours?,N,
S001,Critical Questions,2,1,"What manual workaround exists if this asset is unavailable, and how long can it sustain operations?",N,
S001,Critical Questions,3,1,What is the documented recovery time objective (RTO) for this asset?,N,
S001,Critical Questions,4,1,"Which upstream dependencies, if degraded, would prevent recovery of this asset?",N,
S001,Critical Questions,5,1,Which downstream dependencies should be notified first when this asset goes down?,N,
S001,Critical Questions,6,1,"What vendor or external party is required for restoration, and how are they reached?",N,
S001,Critical Questions,7,1,"What data, configuration, or state would be lost if this asset failed catastrophically?",N,
S001,Critical Questions,8,1,When was the recovery procedure for this asset last tested or exercised?,N,
S001,Short-Term Operations,1,1,First 30 minutes,Y,First 30 minutes
S001,Short-Term Operations,2,2,Open a P1 ticket and engage the Facilities Management system owner.,N,First 30 minutes
S001,Short-Term Operations,3,2,"Confirm whether the issue is power, network, application, or data layer.",N,First 30 minutes
S001,Short-Term Operations,4,2,Identify any redundant or alternate path to the same function.,N,First 30 minutes
S001,Short-Term Operations,5,1,First 2 hours,Y,First 2 hours
S001,Short-Term Operations,6,2,Mobilize the technical team with appropriate vendor support.,N,First 2 hours
S001,Short-Term Operations,7,2,Activate the documented manual workaround for any time-critical use of the system.,N,First 2 hours
S001,Short-Term Operations,8,2,Communicate the outage to dependent system and process owners.,N,First 2 hours
S001,Short-Term Operations,9,1,First 24 hours,Y,First 24 hours
S001,Short-Term Operations,10,2,Execute the recovery procedure defined for this system.,N,First 24 hours
S001,Short-Term Operations,11,2,Validate data integrity and dependent integrations after restoration.,N,First 24 hours
S001,Short-Term Operations,12,2,Document root cause and any required configuration or process changes.,N,First 24 hours
S002,Process Name,1,0,Backup Generator System,N,
S002,Department,2,0,Facilities Management,N,
S002,Program Office,3,0,Facilities,N,
S002,Operational Category,4,0,2-Critical Operations,N,
S002,Priority within Category,5,0,1,N,
S002,Restoration Score,6,0,90,N,
S002,Description,1,0,"Backup Generator System is a system within Facilities Management's portfolio. It provides services that other processes and systems depend on, and its availability affects the cascade of downstream operations. During incidents, restoring this system removes blockers for the items listed in its downstream dependencies.",N,
S002,Impacts,1,0,"If unavailable, this asset has 5 direct downstream dependencies and 48 total cascading impacts (deduplicated). The cascade reaches a maximum depth of 4 hops in the dependency graph.",N,
S002,Critical Questions,1,1,Who owns this asset and who is the on-call backup outside business hours?,N,
S002,Critical Questions,2,1,"What manual workaround exists if this asset is unavailable, and how long can it sustain operations?",N,
S002,Critical Questions,3,1,What is the documented recovery time objective (RTO) for this asset?,N,
S002,Critical Questions,4,1,"Which upstream dependencies, if degraded, would prevent recovery of this asset?",N,
S002,Critical Questions,5,1,Which downstream dependencies should be notified first when this asset goes down?,N,
S002,Critical Questions,6,1,"What vendor or external party is required for restoration, and how are they reached?",N,
S002,Critical Questions,7,1,"What data, configuration, or state would be lost if this asset failed catastrophically?",N,
S002,Critical Questions,8,1,When was the recovery procedure for this asset last tested or exercised?,N,
S002,Short-Term Operations,1,1,First 30 minutes,Y,First 30 minutes
S002,Short-Term Operations,2,2,Open a P1 ticket and engage the Facilities Management system owner.,N,First 30 minutes
S002,Short-Term Operations,3,2,"Confirm whether the issue is power, network, application, or data layer.",N,First 30 minutes
S002,Short-Term Operations,4,2,Identify any redundant or alternate path to the same function.,N,First 30 minutes
S002,Short-Term Operations,5,1,First 2 hours,Y,First 2 hours
S002,Short-Term Operations,6,2,Mobilize the technical team with appropriate vendor support.,N,First 2 hours
S002,Short-Term Operations,7,2,Activate the documented manual workaround for any time-critical use of the system.,N,First 2 hours
S002,Short-Term Operations,8,2,Communicate the outage to dependent system and process owners.,N,First 2 hours
S002,Short-Term Operations,9,1,First 24 hours,Y,First 24 hours
S002,Short-Term Operations,10,2,Execute the recovery procedure defined for this system.,N,First 24 hours
S002,Short-Term Operations,11,2,Validate data integrity and dependent integrations after restoration.,N,First 24 hours
S002,Short-Term Operations,12,2,Document root cause and any required configuration or process changes.,N,First 24 hours
S003,Process Name,1,0,Uninterruptible Power Supply (UPS),N,
S003,Department,2,0,Information Technology,N,
S003,Program Office,3,0,IT Infra,N,
S003,Operational Category,4,0,2-Critical Operations,N,
S003,Priority within Category,5,0,1,N,
S003,Restoration Score,6,0,90,N,
S003,Description,1,0,"Uninterruptible Power Supply (UPS) is a system within Information Technology's portfolio. It provides services that other processes and systems depend on, and its availability affects the cascade of downstream operations. During incidents, restoring this system removes blockers for the items listed in its downstream dependencies.",N,
S003,Impacts,1,0,"If unavailable, this asset has 3 direct downstream dependencies and 46 total cascading impacts (deduplicated). The cascade reaches a maximum depth of 3 hops in the dependency graph.",N,
S003,Critical Questions,1,1,Who owns this asset and who is the on-call backup outside business hours?,N,
S003,Critical Questions,2,1,"What manual workaround exists if this asset is unavailable, and how long can it sustain operations?",N,
S003,Critical Questions,3,1,What is the documented recovery time objective (RTO) for this asset?,N,
S003,Critical Questions,4,1,"Which upstream dependencies, if degraded, would prevent recovery of this asset?",N,
S003,Critical Questions,5,1,Which downstream dependencies should be notified first when this asset goes down?,N,
S003,Critical Questions,6,1,"What vendor or external party is required for restoration, and how are they reached?",N,
S003,Critical Questions,7,1,"What data, configuration, or state would be lost if this asset failed catastrophically?",N,
S003,Critical Questions,8,1,When was the recovery procedure for this asset last tested or exercised?,N,
S003,Short-Term Operations,1,1,First 30 minutes,Y,First 30 minutes
S003,Short-Term Operations,2,2,Open a P1 ticket and engage the Information Technology system owner.,N,First 30 minutes
S003,Short-Term Operations,3,2,"Confirm whether the issue is power, network, application, or data layer.",N,First 30 minutes
S003,Short-Term Operations,4,2,Identify any redundant or alternate path to the same function.,N,First 30 minutes
S003,Short-Term Operations,5,1,First 2 hours,Y,First 2 hours
S003,Short-Term Operations,6,2,Mobilize the technical team with appropriate vendor support.,N,First 2 hours
S003,Short-Term Operations,7,2,Activate the documented manual workaround for any time-critical use of the system.,N,First 2 hours
S003,Short-Term Operations,8,2,Communicate the outage to dependent system and process owners.,N,First 2 hours
S003,Short-Term Operations,9,1,First 24 hours,Y,First 24 hours
S003,Short-Term Operations,10,2,Execute the recovery procedure defined for this system.,N,First 24 hours
S003,Short-Term Operations,11,2,Validate data integrity and dependent integrations after restoration.,N,First 24 hours
S003,Short-Term Operations,12,2,Document root cause and any required configuration or process changes.,N,First 24 hours
S004,Process Name,1,0,Active Directory,N,
S004,Department,2,0,Information Technology,N,
S004,Program Office,3,0,IT Infra,N,
S004,Operational Category,4,0,2-Critical Operations,N,
S004,Priority within Category,5,0,1,N,
S004,Restoration Score,6,0,85,N,
S004,Description,1,0,"Active Directory is a system within Information Technology's portfolio. It provides services that other processes and systems depend on, and its availability affects the cascade of downstream operations. During incidents, restoring this system removes blockers for the items listed in its downstream dependencies.",N,
S004,Impacts,1,0,"If unavailable, this asset has 12 direct downstream dependencies and 24 total cascading impacts (deduplicated). The cascade reaches a maximum depth of 2 hops in the dependency graph.",N,
S004,Critical Questions,1,1,Who owns this asset and who is the on-call backup outside business hours?,N,
S004,Critical Questions,2,1,"What manual workaround exists if this asset is unavailable, and how long can it sustain operations?",N,
S004,Critical Questions,3,1,What is the documented recovery time objective (RTO) for this asset?,N,
S004,Critical Questions,4,1,"Which upstream dependencies, if degraded, would prevent recovery of this asset?",N,
S004,Critical Questions,5,1,Which downstream dependencies should be notified first when this asset goes down?,N,
S004,Critical Questions,6,1,"What vendor or external party is required for restoration, and how are they reached?",N,
S004,Critical Questions,7,1,"What data, configuration, or state would be lost if this asset failed catastrophically?",N,
S004,Critical Questions,8,1,When was the recovery procedure for this asset last tested or exercised?,N,
S004,Short-Term Operations,1,1,First 30 minutes,Y,First 30 minutes
S004,Short-Term Operations,2,2,Open a P1 ticket and engage the Information Technology system owner.,N,First 30 minutes
S004,Short-Term Operations,3,2,"Confirm whether the issue is power, network, application, or data layer.",N,First 30 minutes
S004,Short-Term Operations,4,2,Identify any redundant or alternate path to the same function.,N,First 30 minutes
S004,Short-Term Operations,5,1,First 2 hours,Y,First 2 hours
S004,Short-Term Operations,6,2,Mobilize the technical team with appropriate vendor support.,N,First 2 hours
S004,Short-Term Operations,7,2,Activate the documented manual workaround for any time-critical use of the system.,N,First 2 hours
S004,Short-Term Operations,8,2,Communicate the outage to dependent system and process owners.,N,First 2 hours
S004,Short-Term Operations,9,1,First 24 hours,Y,First 24 hours
